"","SubjectID_right_unique","SubjectID_left_unique","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Intercept_left","Slope_left","Intercept_right","Slope_right","skill_dif","skill_dif_c","Response_left_abs","Response_right_abs","z_Response_left_abs","z_Response_right_abs","conf_dif","conf_dif_c"
"624","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r13y21g23b09.jpeg","Stim\r09y17g32b21.jpeg",13,9,21,17,23,32,9,21,-2,1,-1,0,1,0,1,1.687,4.5,2.161,0,1,"gul","21_24",-4,1,0,0,"Left_lead","Male","Female","stick",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,1.05992147435106,0.0599214743510554,2,1,0.953328854398277,-0.829702233998107,2,1
"625","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r19y10g06b15.jpeg","Stim\r06y14g31b25.jpeg",19,6,10,14,6,31,15,25,-1,2,0,1,0,1,1,1.698,1.745,0,2.043,1,"gul","21_24",4,1,0,1,"Right_lead","Female","Male","stick",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,0.943466119140814,-0.056533880859186,1,2,-0.87388478319842,1.17905054304994,2,1
"626","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r15y05g12b10.jpeg","Stim\r06y36g16b14.jpeg",15,6,5,36,12,16,10,14,-2,2,1,0,0,1,1,1.447,1.091,3.565,0,1,"grøn","21_24",4,1,0,1,"Left_lead","Male","Female","surrender",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,1.05992147435106,0.0599214743510554,2,2,0.953328854398277,1.17905054304994,1,0
"627","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r17y12g19b18.jpeg","Stim\r22y23g20b06.jpeg",17,22,12,23,19,20,18,6,-1,2,1,0,0,1,1,2.387,2.716,1.411,0,1,"grøn","21_24",1,1,0,1,"Left_lead","Male","Female","surrender",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,1.05992147435106,0.0599214743510554,1,2,-0.87388478319842,1.17905054304994,0.5,-0.5
"628","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r10y07g11b10.jpeg","Stim\r15y05g12b10.jpeg",10,15,7,5,11,12,10,10,-1,2,0,1,0,1,1,2.289,1.219,0,1.892,1,"grøn","21_24",1,1,0,1,"Right_lead","Female","Male","stick",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,0.943466119140814,-0.056533880859186,1,2,-0.87388478319842,1.17905054304994,2,1
"629","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r16y21g04b04.jpeg","Stim\r03y03g02b05.jpeg",16,3,21,3,4,2,4,5,1,-1,-1,0,0,1,1,2.706,1.785,2.038,0,1,"grøn","21_24",-2,0,1,0,"Left_lead","Male","Female","surrender",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,1.05992147435106,0.0599214743510554,1,1,-0.87388478319842,-0.829702233998107,1,0
"630","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r14y08g21b39.jpeg","Stim\r17y12g19b18.jpeg",14,17,8,12,21,19,39,18,-1,1,0,1,1,0,0,1.721,5.117,0,1.564,1,"grøn","21_24",-2,1,0,1,"Right_lead","Female","Male","stick",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,0.943466119140814,-0.056533880859186,1,1,-0.87388478319842,-0.829702233998107,1,0
"631","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r04y39g24b15.jpeg","Stim\r10y27g22b14.jpeg",4,10,39,27,24,22,15,14,-2,1,0,-1,1,0,1,1.428,2.571,0,2.76,1,"grøn","21_24",-2,1,0,0,"Right_lead","Female","Male","surrender",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,0.943466119140814,-0.056533880859186,2,1,0.953328854398277,-0.829702233998107,0.5,-0.5
"632","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r14y20g16b10.jpeg","Stim\r11y26g25b38.jpeg",14,11,20,26,16,25,10,38,-1,1,1,0,0,1,1,2.356,1.702,2.861,0,1,"grøn","21_24",9,1,0,1,"Left_lead","Male","Female","surrender",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,1.05992147435106,0.0599214743510554,1,1,-0.87388478319842,-0.829702233998107,1,0
"633","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r21y31g06b08.jpeg","Stim\r10y03g03b07.jpeg",21,10,31,3,6,3,8,7,-1,1,1,0,1,0,0,3.217,1.979,1.394,0,1,"grøn","21_24",-3,1,0,1,"Left_lead","Male","Female","surrender",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,1.05992147435106,0.0599214743510554,1,1,-0.87388478319842,-0.829702233998107,1,0
"634","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r19y15g35b05.jpeg","Stim\r07y14g27b22.jpeg",19,7,15,14,35,27,5,22,2,-2,-1,0,0,1,1,2.667,2.09,1.362,0,1,"grøn","21_24",-8,0,1,0,"Left_lead","Male","Female","surrender",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,1.05992147435106,0.0599214743510554,2,2,0.953328854398277,1.17905054304994,1,0
"635","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r20y14g02b19.jpeg","Stim\r21y31g06b08.jpeg",20,21,14,31,2,6,19,8,1,-1,0,1,1,0,1,2.356,1.453,0,2.599,1,"grøn","21_24",4,0,1,1,"Right_lead","Female","Male","surrender",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,0.943466119140814,-0.056533880859186,1,1,-0.87388478319842,-0.829702233998107,1,0
"636","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r12y09g30b18.jpeg","Stim\r04y28g27b06.jpeg",12,4,9,28,30,27,18,6,2,-2,1,0,0,1,0,3.051,1.647,1.442,0,1,"grøn","21_24",-3,0,1,1,"Left_lead","Male","Female","stick",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,1.05992147435106,0.0599214743510554,2,2,0.953328854398277,1.17905054304994,1,0
"637","24_1","21_1","21",24,"Male","Female",24,25,"Stim\r09y02g05b02.jpeg","Stim\r19y10g06b15.jpeg",9,19,2,10,5,6,2,15,-1,1,0,-1,0,1,0,2.641,1.103,0,4.044,1,"grøn","21_24",1,1,0,0,"Right_lead","Female","Male","surrender",-0.17616384513137,0.21114518114791,0.52749170166239,0.199208324632902,0.943466119140814,-0.056533880859186,1,1,-0.87388478319842,-0.829702233998107,1,0
"638","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r10y13g07b36.jpeg","Stim\r06y19g29b08.jpeg",10,6,13,19,7,29,36,8,1,-2,-1,0,0,1,1,1.461,1.241,2.627,0,2,"rød","26_27",-4,0,1,0,"Left_lead","Female","Male","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,2,-0.515978455203089,0.246152661990331,0.5,-0.5
"639","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r11y26g25b38.jpeg","Stim\r07y02g03b06.jpeg",11,7,26,2,25,3,38,6,-2,1,-1,0,1,0,1,1.182,0.995,2.363,0,2,"rød","26_27",-4,1,0,0,"Left_lead","Female","Male","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,2,1,1.89192100241133,-0.902559760631213,2,1
"640","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r22y23g20b06.jpeg","Stim\r21y01g04b27.jpeg",22,21,23,1,20,4,6,27,-2,3,0,1,1,0,0,1.286,1.285,0,2.226,2,"rød","26_27",-1,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,2,3,1.89192100241133,1.39486508461188,1.5,0.5
"641","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r13y21g23b09.jpeg","Stim\r15y17g24b30.jpeg",13,15,21,17,23,24,9,30,-1,2,0,1,0,1,1,2.284,1.263,0,2.001,2,"rød","26_27",2,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,2,-0.515978455203089,0.246152661990331,2,1
"642","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r08y09g09b11.jpeg","Stim\r10y37g07b02.jpeg",8,10,9,37,9,7,11,2,-1,1,0,1,0,1,1,2.199,0.938,0,4.038,2,"rød","26_27",2,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,1,-0.515978455203089,-0.902559760631213,1,0
"643","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r22y35g09b11.jpeg","Stim\r21y01g04b27.jpeg",22,21,35,1,9,4,11,27,-1,2,0,1,1,0,0,1.379,1.207,0,1.207,2,"rød","26_27",-1,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,2,-0.515978455203089,0.246152661990331,2,1
"644","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r09y06g26b32.jpeg","Stim\r06y14g31b25.jpeg",9,6,6,14,26,31,32,25,1,-1,1,0,0,1,0,1.137,1.249,1.834,0,2,"rød","26_27",-3,0,1,1,"Left_lead","Female","Male","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,1,-0.515978455203089,-0.902559760631213,1,0
"645","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r13y24g05b28.jpeg","Stim\r15y16g12b03.jpeg",13,15,24,16,5,12,28,3,-1,3,0,1,0,1,1,1.347,1.21,0,1.313,2,"rød","26_27",2,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,3,-0.515978455203089,1.39486508461188,3,2
"646","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r22y02g34b05.jpeg","Stim\r14y10g15b15.jpeg",22,14,2,10,34,15,5,15,-1,1,-1,0,1,0,1,0.972,0.848,1.597,0,2,"rød","26_27",-8,1,0,0,"Left_lead","Female","Male","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,1,-0.515978455203089,-0.902559760631213,1,0
"647","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r04y28g27b06.jpeg","Stim\r05y28g23b30.jpeg",4,5,28,28,27,23,6,30,1,-1,0,-1,1,0,0,1.383,1.745,0,3.222,2,"rød","26_27",1,0,1,0,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,1,-0.515978455203089,-0.902559760631213,1,0
"648","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r09y02g05b02.jpeg","Stim\r06y14g31b25.jpeg",9,6,2,14,5,31,2,25,1,-1,0,1,0,1,0,1.085,1.481,0,1.73,2,"rød","26_27",-3,0,1,1,"Right_lead","Male","Female","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,1,-0.515978455203089,-0.902559760631213,1,0
"649","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r14y10g15b15.jpeg","Stim\r10y13g07b36.jpeg",14,10,10,13,15,7,15,36,-1,2,0,1,1,0,0,1.383,1.388,0,1.398,2,"rød","26_27",-4,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,2,-0.515978455203089,0.246152661990331,2,1
"650","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r03y03g02b05.jpeg","Stim\r09y15g18b07.jpeg",3,9,3,15,2,18,5,7,1,-1,-1,0,1,0,0,1.249,0.911,2.357,0,2,"blå","26_27",2,0,1,0,"Left_lead","Female","Male","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,1,-0.515978455203089,-0.902559760631213,1,0
"651","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r19y15g35b05.jpeg","Stim\r18y13g28b06.jpeg",19,18,15,13,35,28,5,6,1,-1,0,-1,1,0,0,2.388,2.219,0,1.46,2,"blå","26_27",1,0,1,0,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,1,-0.515978455203089,-0.902559760631213,1,0
"652","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r10y27g22b14.jpeg","Stim\r10y07g11b10.jpeg",10,10,27,7,22,11,14,10,-1,1,0,-1,1,0,1,1.421,1.301,0,1.955,2,"blå","26_27",-4,1,0,0,"Right_lead","Male","Female","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,1,-0.515978455203089,-0.902559760631213,1,0
"653","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r15y17g24b30.jpeg","Stim\r18y19g14b27.jpeg",15,18,17,19,24,14,30,27,1,-3,0,-1,0,1,1,1.357,1.486,0,1.329,2,"blå","26_27",-3,0,1,0,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,3,-0.515978455203089,1.39486508461188,3,2
"654","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r13y24g05b28.jpeg","Stim\r15y17g24b30.jpeg",13,15,24,17,5,24,28,30,2,-1,1,0,1,0,1,1.867,1.463,1.566,0,2,"blå","26_27",2,0,1,1,"Left_lead","Female","Male","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,2,1,1.89192100241133,-0.902559760631213,2,1
"655","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r15y16g12b03.jpeg","Stim\r02y19g24b04.jpeg",15,2,16,19,12,24,3,4,1,-2,-1,0,1,0,0,1.231,1.377,1.596,0,2,"blå","26_27",1,0,1,0,"Left_lead","Female","Male","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,2,-0.515978455203089,0.246152661990331,0.5,-0.5
"656","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r07y02g03b06.jpeg","Stim\r03y03g02b05.jpeg",7,3,2,3,3,2,6,5,-1,1,-1,0,1,0,1,1.691,1.336,1.552,0,2,"blå","26_27",-1,1,0,0,"Left_lead","Female","Male","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,1,-0.515978455203089,-0.902559760631213,1,0
"657","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r14y10g15b15.jpeg","Stim\r20y14g02b19.jpeg",14,20,10,14,15,2,15,19,-1,1,0,-1,0,1,0,1.956,1.17,0,3.302,2,"blå","26_27",4,1,0,0,"Right_lead","Male","Female","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,1,-0.515978455203089,-0.902559760631213,1,0
"658","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r15y05g12b10.jpeg","Stim\r22y23g20b06.jpeg",15,22,5,23,12,20,10,6,1,-1,0,-1,0,1,1,1.897,0.99,0,1.993,2,"blå","26_27",-4,0,1,0,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,1,-0.515978455203089,-0.902559760631213,1,0
"659","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r07y14g27b22.jpeg","Stim\r13y33g08b23.jpeg",7,13,14,33,27,8,22,23,2,-1,1,0,1,0,1,1.669,1.164,1.74,0,2,"blå","26_27",1,0,1,1,"Left_lead","Female","Male","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,2,1,1.89192100241133,-0.902559760631213,2,1
"660","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r09y02g05b02.jpeg","Stim\r10y03g03b07.jpeg",9,10,2,3,5,3,2,7,-2,3,0,1,0,1,1,1.561,1.258,0,1.217,2,"gul","26_27",1,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,2,3,1.89192100241133,1.39486508461188,1.5,0.5
"661","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r15y17g24b30.jpeg","Stim\r13y21g23b09.jpeg",15,13,17,21,24,23,30,9,1,-3,-1,0,1,0,0,1.244,1.923,1.623,0,2,"gul","26_27",4,0,1,0,"Left_lead","Female","Male","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,3,-0.515978455203089,1.39486508461188,0.333333333333333,-0.666666666666667
"662","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r16y21g04b04.jpeg","Stim\r09y17g32b21.jpeg",16,9,21,17,4,32,4,21,1,-2,-1,0,0,1,1,1.022,1.318,1.26,0,2,"gul","26_27",-4,0,1,0,"Left_lead","Female","Male","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,2,-0.515978455203089,0.246152661990331,0.5,-0.5
"663","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r02y10g14b11.jpeg","Stim\r12y09g30b18.jpeg",2,12,10,9,14,30,11,18,-2,1,0,-1,1,0,1,1.585,2.048,0,2.227,2,"gul","26_27",-1,1,0,0,"Right_lead","Male","Female","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,2,1,1.89192100241133,-0.902559760631213,0.5,-0.5
"664","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r14y10g15b15.jpeg","Stim\r11y14g08b23.jpeg",14,11,10,14,15,8,15,23,-1,4,1,0,0,1,1,1.414,1.361,1.977,0,2,"gul","26_27",4,1,0,1,"Left_lead","Female","Male","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,4,-0.515978455203089,2.54357750723342,0.25,-0.75
"665","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r22y23g20b06.jpeg","Stim\r17y22g16b15.jpeg",22,17,23,22,20,16,6,15,1,-2,0,-1,0,1,1,2.162,1.491,0,1.466,2,"gul","26_27",-1,0,1,0,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,2,-0.515978455203089,0.246152661990331,2,1
"666","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r10y27g22b14.jpeg","Stim\r22y23g20b06.jpeg",10,22,27,23,22,20,14,6,-1,2,0,1,1,0,0,1.054,1.267,0,1.146,2,"gul","26_27",-4,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,2,-0.515978455203089,0.246152661990331,2,1
"667","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r06y14g31b25.jpeg","Stim\r09y17g32b21.jpeg",6,9,14,17,31,32,25,21,-2,3,1,0,0,1,1,1.559,1.305,1.998,0,2,"grøn","26_27",1,1,0,1,"Left_lead","Female","Male","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,2,3,1.89192100241133,1.39486508461188,0.666666666666667,-0.333333333333333
"668","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r11y10g06b19.jpeg","Stim\r15y16g12b03.jpeg",11,15,10,16,6,12,19,3,1,-1,0,-1,1,0,0,2.028,1.488,0,2.238,2,"grøn","26_27",6,0,1,0,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,1,-0.515978455203089,-0.902559760631213,1,0
"669","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r08y09g09b11.jpeg","Stim\r11y10g06b19.jpeg",8,11,9,10,9,6,11,19,2,-2,1,0,0,1,0,1.808,1.056,2.627,0,2,"grøn","26_27",-3,0,1,1,"Left_lead","Female","Male","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,2,2,1.89192100241133,0.246152661990331,1,0
"670","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r10y07g11b10.jpeg","Stim\r15y16g12b03.jpeg",10,15,7,16,11,12,10,3,2,-1,1,0,1,0,1,1.776,1.501,2.248,0,2,"grøn","26_27",1,0,1,1,"Left_lead","Female","Male","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,2,1,1.89192100241133,-0.902559760631213,2,1
"671","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r06y36g16b14.jpeg","Stim\r04y16g13b13.jpeg",6,4,36,16,16,13,14,13,-1,2,0,1,1,0,0,1.145,1.092,0,1.244,2,"grøn","26_27",-3,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,2,-0.515978455203089,0.246152661990331,2,1
"672","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r17y11g38b07.jpeg","Stim\r12y09g30b18.jpeg",17,12,11,9,38,30,7,18,1,-1,0,1,0,1,0,2.397,2.01,0,2.139,2,"grøn","26_27",-8,0,1,1,"Right_lead","Male","Female","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,1,-0.515978455203089,-0.902559760631213,1,0
"673","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r06y19g29b08.jpeg","Stim\r04y28g27b06.jpeg",6,4,19,28,29,27,8,6,-1,3,1,0,1,0,0,1.579,1.108,1.292,0,2,"grøn","26_27",-2,1,0,1,"Left_lead","Female","Male","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,3,-0.515978455203089,1.39486508461188,0.333333333333333,-0.666666666666667
"674","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r17y22g16b15.jpeg","Stim\r12y12g14b26.jpeg",17,12,22,12,16,14,15,26,-1,3,0,1,1,0,0,1.365,1.476,0,1.044,2,"grøn","26_27",-2,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,3,-0.515978455203089,1.39486508461188,3,2
"675","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r22y02g34b05.jpeg","Stim\r17y11g38b07.jpeg",22,17,2,11,34,38,5,7,1,-1,-1,0,1,0,0,1.815,1.012,1.75,0,2,"grøn","26_27",4,0,1,0,"Left_lead","Female","Male","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,1,-0.515978455203089,-0.902559760631213,1,0
"676","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r10y02g36b05.jpeg","Stim\r17y11g38b07.jpeg",10,17,2,11,36,38,5,7,-1,2,0,1,0,1,1,2.239,1.903,0,1.161,2,"grøn","26_27",2,1,0,1,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,2,-0.515978455203089,0.246152661990331,2,1
"677","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r12y12g14b26.jpeg","Stim\r15y05g12b10.jpeg",12,15,12,5,14,12,26,10,1,-2,0,-1,0,1,1,1.921,1.368,0,0.975,2,"grøn","26_27",-2,0,1,0,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,2,-0.515978455203089,0.246152661990331,2,1
"678","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r14y08g21b39.jpeg","Stim\r15y17g24b30.jpeg",14,15,8,17,21,24,39,30,-1,3,1,0,0,1,1,1.633,1.146,1.334,0,2,"grøn","26_27",3,1,0,1,"Left_lead","Female","Male","surrender",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,1.0091058631775,0.00910586317749562,1,3,-0.515978455203089,1.39486508461188,0.333333333333333,-0.666666666666667
"679","27_2","26_2","26",27,"Female","Male",24,23,"Stim\r16y21g04b04.jpeg","Stim\r19y10g06b15.jpeg",16,19,21,10,4,6,4,15,1,-1,0,-1,1,0,0,1.688,1.167,0,1.83,2,"grøn","26_27",2,0,1,0,"Right_lead","Male","Female","stick",0.279067286774201,0.208826390537319,0.277708675063965,0.206942004954526,0.990976305351331,-0.00902369464866926,1,1,-0.515978455203089,-0.902559760631213,1,0
"680","28_1","26_1","26",28,"Female","Female",24,23,"Stim\r13y24g05b28.jpeg","Stim\r22y02g34b05.jpeg",13,22,24,2,5,34,28,5,2,-2,0,1,1,0,1,9.405,4.382,0,6.528,1,"rød","26_28",9,0,1,1,"Right_lead","Female","Female","surrender",0.271121935809322,0.217545818426525,0.287167231054281,0.199143980682763,0.915411668783804,-0.0845883312161964,2,2,1.14507153103586,3.39683110243379,1,0
"681","28_1","26_1","26",28,"Female","Female",24,23,"Stim\r13y21g23b09.jpeg","Stim\r14y08g21b39.jpeg",13,14,21,8,23,21,9,39,-1,1,0,-1,0,1,0,3.708,1.52,0,3.741,1,"rød","26_28",1,1,0,0,"Right_lead","Female","Female","surrender",0.271121935809322,0.217545818426525,0.287167231054281,0.199143980682763,0.915411668783804,-0.0845883312161964,1,1,-0.839719122759632,-0.283069258536149,1,0
"682","28_1","26_1","26",28,"Female","Female",24,23,"Stim\r12y07g16b25.jpeg","Stim\r14y10g15b15.jpeg",12,14,7,10,16,15,25,15,-1,1,1,0,0,1,1,2.612,3.682,3.768,0,1,"rød","26_28",2,1,0,1,"Left_lead","Female","Female","surrender",0.271121935809322,0.217545818426525,0.287167231054281,0.199143980682763,1.09240468971581,0.0924046897158068,1,1,-0.839719122759632,-0.283069258536149,1,0
"683","28_1","26_1","26",28,"Female","Female",24,23,"Stim\r09y15g18b07.jpeg","Stim\r02y10g14b11.jpeg",9,2,15,10,18,14,7,11,-2,1,0,-1,1,0,1,2.431,1.24,0,3.581,1,"rød","26_28",-7,1,0,0,"Right_lead","Female","Female","surrender",0.271121935809322,0.217545818426525,0.287167231054281,0.199143980682763,0.915411668783804,-0.0845883312161964,2,1,1.14507153103586,-0.283069258536149,0.5,-0.5
"684","28_1","26_1","26",28,"Female","Female",24,23,"Stim\r09y07g06b09.jpeg","Stim\r11y14g08b23.jpeg",9,11,7,14,6,8,9,23,-1,1,0,-1,0,1,0,2.895,2.207,0,2.728,1,"rød","26_28",2,1,0,0,"Right_lead","Female","Female","surrender",0.271121935809322,0.217545818426525,0.287167231054281,0.199143980682763,0.915411668783804,-0.0845883312161964,1,1,-0.839719122759632,-0.283069258536149,1,0
